button_id,event_id,button_text,button_type,outcome_type,outcome_value,outcome_amount,loyalty_change,tile_effect,army_effect,next_event_id,prerequisite_flag
ARC_15_DONE_BTN2,ARC_15_DONE,A DC Bureaucrat's Work Deserves Its Reward,standard,resource_change,gold,20,,,,,
ARC_16_FIRST_BTN1,ARC_16_FIRST,Field Dispatch Acknowledged.,standard,nothing,,0,,,,,
ARC_16_DONE_BTN1,ARC_16_DONE,Formally Recognize [COMMANDER_NAME]'s Service,standard,morale_boost,,20,,,,,
ARC_16_DONE_BTN2,ARC_16_DONE,A Rust Belt Steelworker's Work Deserves Its Reward,standard,resource_change,metal,25,,,,,
ARC_17_FIRST_BTN1,ARC_17_FIRST,Field Dispatch Acknowledged.,standard,nothing,,0,,,,,
ARC_17_DONE_BTN1,ARC_17_DONE,Formally Recognize [COMMANDER_NAME]'s Service,standard,morale_boost,,20,,,,,
ARC_17_DONE_BTN2,ARC_17_DONE,A Plantation Deserter's Work Deserves Its Reward,standard,resource_change,food,20,,,,,
ARC_18_FIRST_BTN1,ARC_18_FIRST,Field Dispatch Acknowledged.,standard,nothing,,0,,,,,
ARC_18_DONE_BTN1,ARC_18_DONE,Formally Recognize [COMMANDER_NAME]'s Service,standard,morale_boost,,20,,,,,
ARC_18_DONE_BTN2,ARC_18_DONE,A Swamp Witch's Work Deserves Its Reward,standard,resource_change,magic,15,,,,,
ARC_19_FIRST_BTN1,ARC_19_FIRST,Field Dispatch Acknowledged.,standard,nothing,,0,,,,,
ARC_19_DONE_BTN1,ARC_19_DONE,Formally Recognize [COMMANDER_NAME]'s Service,standard,morale_boost,,20,,,,,
ARC_19_DONE_BTN2,ARC_19_DONE,A Caribbean Privateer's Work Deserves Its Reward,standard,resource_change,gold,30,,,,,
ARC_20_FIRST_BTN1,ARC_20_FIRST,Field Dispatch Acknowledged.,standard,nothing,,0,,,,,
ARC_20_DONE_BTN1,ARC_20_DONE,Formally Recognize [COMMANDER_NAME]'s Service,standard,morale_boost,,20,,,,,
ARC_20_DONE_BTN2,ARC_20_DONE,A Hawaiian Refugee's Work Deserves Its Reward,standard,resource_change,culture,20,,,,,
ARC_21_FIRST_BTN1,ARC_21_FIRST,Field Dispatch Acknowledged.,standard,nothing,,0,,,,,
ARC_21_DONE_BTN1,ARC_21_DONE,Formally Recognize [COMMANDER_NAME]'s Service,standard,morale_boost,,20,,,,,
ARC_21_DONE_BTN2,ARC_21_DONE,A Border Mercenary's Work Deserves Its Reward,standard,resource_change,weapons,20,,,,,
ARC_22_FIRST_BTN1,ARC_22_FIRST,Field Dispatch Acknowledged.,standard,nothing,,0,,,,,
ARC_22_DONE_BTN1,ARC_22_DONE,Formally Recognize [COMMANDER_NAME]'s Service,standard,morale_boost,,20,,,,,
ARC_22_DONE_BTN2,ARC_22_DONE,A Acadian Forest Ranger's Work Deserves Its Reward,standard,resource_change,wood,20,,,,,
ARC_23_FIRST_BTN1,ARC_23_FIRST,Field Dispatch Acknowledged.,standard,nothing,,0,,,,,
ARC_23_DONE_BTN1,ARC_23_DONE,Formally Recognize [COMMANDER_NAME]'s Service,standard,morale_boost,,20,,,,,
ARC_23_DONE_BTN2,ARC_23_DONE,A Gettysburg Descendant's Work Deserves Its Reward,standard,resource_change,manpower,20,,,,,
ARC_24_FIRST_BTN1,ARC_24_FIRST,Field Dispatch Acknowledged.,standard,nothing,,0,,,,,
ARC_24_DONE_BTN1,ARC_24_DONE,Formally Recognize [COMMANDER_NAME]'s Service,standard,morale_boost,,20,,,,,
ARC_24_DONE_BTN2,ARC_24_DONE,A LGBTQ+ Organizer's Work Deserves Its Reward,standard,resource_change,culture,25,,,,,
ARC_25_FIRST_BTN1,ARC_25_FIRST,Field Dispatch Acknowledged.,standard,nothing,,0,,,,,
ARC_25_DONE_BTN1,ARC_25_DONE,Formally Recognize [COMMANDER_NAME]'s Service,standard,morale_boost,,20,,,,,
ARC_25_DONE_BTN2,ARC_25_DONE,A Carnival Barker's Work Deserves Its Reward,standard,resource_change,gold,20,,,,,
CMD_THANKS_INT_BTN1,CMD_THANKS_INTIMATE,Continue,standard,nothing,,0,,,,,
FORT_005_INT_BTN1,FORT_005_INTIMATE,Continue,standard,nothing,,0,,,,,
COLLAPSE_02_INT_BTN1,COLLAPSE_02_INTIMATE,Continue,standard,nothing,,0,,,,,
HARVEST_VISIT_01_INT_BTN1,HARVEST_VISIT_01_INTIMATE,Continue,standard,nothing,,0,,,,,
UALANI_AMBUSH_01_INT_BTN1,UALANI_AMBUSH_01_INTIMATE,Continue,standard,nothing,,0,,,,,
UALANI_DIGNITARY_01_INT_BTN1,UALANI_DIGNITARY_01_INTIMATE,Continue,standard,nothing,,0,,,,,
UALANI_MEMORIAL_01_INT_BTN1,UALANI_MEMORIAL_01_INTIMATE,Continue,standard,nothing,,0,,,,,
UALANI_WOUNDED_01_INT_BTN1,UALANI_WOUNDED_01_INTIMATE,Continue,standard,nothing,,0,,,,,
UALANI_FORGE_01_INT_BTN1,UALANI_FORGE_01_INTIMATE,Continue,standard,nothing,,0,,,,,
UALANI_CULPER_01_INT_BTN1,UALANI_CULPER_01_INTIMATE,Continue,standard,nothing,,0,,,,,
UALANI_ALLIANCE_01_INT_BTN1,UALANI_ALLIANCE_01_INTIMATE,Continue,standard,nothing,,0,,,,,
UALANI_FRONTIER_01_INT_BTN1,UALANI_FRONTIER_01_INTIMATE,Continue,standard,nothing,,0,,,,,
PROT_01_AGREE_INT_BTN1,PROT_01_AGREE_INTIMATE,Continue,standard,nothing,,0,,,,,
PROT_02_AGREE_INT_BTN1,PROT_02_AGREE_INTIMATE,Continue,standard,nothing,,0,,,,,
PROT_03_AGREE_INT_BTN1,PROT_03_AGREE_INTIMATE,Continue,standard,nothing,,0,,,,,
PROT_04_AGREE_INT_BTN1,PROT_04_AGREE_INTIMATE,Continue,standard,nothing,,0,,,,,
PROT_05_AGREE_INT_BTN1,PROT_05_AGREE_INTIMATE,Continue,standard,nothing,,0,,,,,
PROT_06_AGREE_INT_BTN1,PROT_06_AGREE_INTIMATE,Continue,standard,nothing,,0,,,,,
PROT_07_AGREE_INT_BTN1,PROT_07_AGREE_INTIMATE,Continue,standard,nothing,,0,,,,,
PROT_08_AGREE_INT_BTN1,PROT_08_AGREE_INTIMATE,Continue,standard,nothing,,0,,,,,
PROT_09_AGREE_INT_BTN1,PROT_09_AGREE_INTIMATE,Continue,standard,nothing,,0,,,,,
PROT_10_AGREE_INT_BTN1,PROT_10_AGREE_INTIMATE,Continue,standard,nothing,,0,,,,,
PROT_11_AGREE_INT_BTN1,PROT_11_AGREE_INTIMATE,Continue,standard,nothing,,0,,,,,
PROT_12_AGREE_INT_BTN1,PROT_12_AGREE_INTIMATE,Continue,standard,nothing,,0,,,,,
PROT_13_AGREE_INT_BTN1,PROT_13_AGREE_INTIMATE,Continue,standard,nothing,,0,,,,,
PROT_14_AGREE_INT_BTN1,PROT_14_AGREE_INTIMATE,Continue,standard,nothing,,0,,,,,
PROT_15_AGREE_INT_BTN1,PROT_15_AGREE_INTIMATE,Continue,standard,nothing,,0,,,,,
PROT_16_AGREE_INT_BTN1,PROT_16_AGREE_INTIMATE,Continue,standard,nothing,,0,,,,,
PROT_17_AGREE_INT_BTN1,PROT_17_AGREE_INTIMATE,Continue,standard,nothing,,0,,,,,
STUMP_SPEECH_01_INT_BTN1,STUMP_SPEECH_01_INTIMATE,Continue,standard,nothing,,0,,,,,
VP_DOUBT_INT_BTN1,VP_DOUBT_INTIMATE,Continue,standard,nothing,,0,,,,,
VP_BATTLEFIELD_INT_BTN1,VP_BATTLEFIELD_INTIMATE,Continue,standard,nothing,,0,,,,,
VP_PRE_ELECTION_INT_BTN1,VP_PRE_ELECTION_INTIMATE,Continue,standard,nothing,,0,,,,,
VP_LEGACY_INT_BTN1,VP_LEGACY_INTIMATE,Continue,standard,nothing,,0,,,,,
CAN_CLEARWATER_01_INT_BTN1,CAN_CLEARWATER_01_INTIMATE,Continue,standard,nothing,,0,,,,,
CAN_JOINT_OPS_01_INT_BTN1,CAN_JOINT_OPS_01_INTIMATE,Continue,standard,nothing,,0,,,,,
CAN_SUMMIT_01_INT_BTN1,CAN_SUMMIT_01_INTIMATE,Continue,standard,nothing,,0,,,,,
CAN_PEACE_01_INT_BTN1,CAN_PEACE_01_INTIMATE,Continue,standard,nothing,,0,,,,,
CAN_ELECTION_LUCK_INT_BTN1,CAN_ELECTION_LUCK_INTIMATE,Continue,standard,nothing,,0,,,,,
CA_PROT_01_AGREE_INT_BTN1,CA_PROT_01_AGREE_INTIMATE,Continue,standard,nothing,,0,,,,,
CA_PROT_02_AGREE_INT_BTN1,CA_PROT_02_AGREE_INTIMATE,Continue,standard,nothing,,0,,,,,
CA_PROT_03_AGREE_INT_BTN1,CA_PROT_03_AGREE_INTIMATE,Continue,standard,nothing,,0,,,,,
CA_PROT_04_AGREE_INT_BTN1,CA_PROT_04_AGREE_INTIMATE,Continue,standard,nothing,,0,,,,,
CA_PROT_05_AGREE_INT_BTN1,CA_PROT_05_AGREE_INTIMATE,Continue,standard,nothing,,0,,,,,
CA_PROT_06_AGREE_INT_BTN1,CA_PROT_06_AGREE_INTIMATE,Continue,standard,nothing,,0,,,,,
CA_PROT_07_AGREE_INT_BTN1,CA_PROT_07_AGREE_INTIMATE,Continue,standard,nothing,,0,,,,,
CA_PROT_08_AGREE_INT_BTN1,CA_PROT_08_AGREE_INTIMATE,Continue,standard,nothing,,0,,,,,
PEACE_ALLIED_01_INT_BTN1,PEACE_ALLIED_01_INTIMATE,Continue,standard,nothing,,0,,,,,
PEACE_USA_01_INT_BTN1,PEACE_USA_01_INTIMATE,Continue,standard,nothing,,0,,,,,
WH_SECRET_01_INT_BTN1,WH_SECRET_01_INTIMATE,Continue,standard,nothing,,0,,,,,
WH_SECRET_07_INT_BTN1,WH_SECRET_07_INTIMATE,Continue,standard,nothing,,0,,,,,
WH_SECRET_10_INT_BTN1,WH_SECRET_10_INTIMATE,Continue,standard,nothing,,0,,,,,
WH_SECRET_12_INT_BTN1,WH_SECRET_12_INTIMATE,Continue,standard,nothing,,0,,,,,
CA_PM_LEGACY_BTN1,CA_PM_LEGACY,Acknowledge the Record — The Alliance Archives Will Know His Name,standard,claim_change,,1,,,,,


CA_PM_SOLIDARITY_BTN1,CA_PM_SOLIDARITY,Forward the Report to the Alliance — They Should Know What They're Working With,standard,morale_boost,,15,,,,,
CA_PM_SOLIDARITY_BTN2,CA_PM_SOLIDARITY,File It With the Records Office,standard,harmony_boost,,10,,,,,
CA_PM_BATTLEFIELD_BTN1,CA_PM_BATTLEFIELD,Spread the Images — Let the Republic See What Its President Does,standard,propaganda_spread,,2,,,,,
CA_PM_BATTLEFIELD_BTN2,CA_PM_BATTLEFIELD,Limited Recruitment Drive — Quebec Needs Soldiers Not Legends,standard,quebec_manpower_refill,,0,,,,,
GOV_LVL2_HONOR_BTN1,GOV_LVL2_HONOR,Citation Received.,standard,morale_boost,,10,,,,,
GOV_LVL3_CEREMONY_BTN1,GOV_LVL3_CEREMONY,Dismiss the General — Back to the Field,standard,morale_boost,,20,,,,,
GOV_LVL3_CEREMONY_BTN2,GOV_LVL3_CEREMONY,Invite the General to Stay the Night,standard,nothing,,0,,,GOV_REWARD,,
GOV_REWARD_BTN1,GOV_REWARD,The Morning After,standard,governor_loyalty_change,,3,,,,,
